bench,thread,task,duration,reference,TASK DEPENDENCY NEIGHBORS MASTER 1,TASK DEPENDENCY NEIGHBORS MASTER 2,TASK DEPENDENCY NEIGHBORS MASTER 4,TASK DEPENDENCY NEIGHBORS MASTER 8,TASK DEPENDENCY NEIGHBORS MASTER 16,TASK DEPENDENCY NEIGHBORS MASTER 24,TASK DEPENDENCY NEIGHBORS MASTER 32,TASK DEPENDENCY IN LINKED MASTER 1,TASK DEPENDENCY IN LINKED MASTER 2,TASK DEPENDENCY IN LINKED MASTER 4,TASK DEPENDENCY IN LINKED MASTER 8,TASK DEPENDENCY IN LINKED MASTER 16,TASK DEPENDENCY IN LINKED MASTER 24,TASK DEPENDENCY IN LINKED MASTER 32,TASK DEPENDENCY OUT LINKED MASTER 1,TASK DEPENDENCY OUT LINKED MASTER 2,TASK DEPENDENCY OUT LINKED MASTER 4,TASK DEPENDENCY OUT LINKED MASTER 8,TASK DEPENDENCY OUT LINKED MASTER 16,TASK DEPENDENCY OUT LINKED MASTER 24,TASK DEPENDENCY OUT LINKED MASTER 32,TASK DEPENDENCY INOUT LINKED MASTER 1,TASK DEPENDENCY INOUT LINKED MASTER 2,TASK DEPENDENCY INOUT LINKED MASTER 4,TASK DEPENDENCY INOUT LINKED MASTER 8,TASK DEPENDENCY INOUT LINKED MASTER 16,TASK DEPENDENCY INOUT LINKED MASTER 24,TASK DEPENDENCY INOUT LINKED MASTER 32,TASK DEPENDENCY OUT CHAIN MASTER 1,TASK DEPENDENCY OUT CHAIN MASTER 2,TASK DEPENDENCY OUT CHAIN MASTER 4,TASK DEPENDENCY OUT CHAIN MASTER 8,TASK DEPENDENCY OUT CHAIN MASTER 16,TASK DEPENDENCY OUT CHAIN MASTER 24,TASK DEPENDENCY OUT CHAIN MASTER 32,TASK DEPENDENCY INOUT CHAIN MASTER 1,TASK DEPENDENCY INOUT CHAIN MASTER 2,TASK DEPENDENCY INOUT CHAIN MASTER 4,TASK DEPENDENCY INOUT CHAIN MASTER 8,TASK DEPENDENCY INOUT CHAIN MASTER 16,TASK DEPENDENCY INOUT CHAIN MASTER 24,TASK DEPENDENCY INOUT CHAIN MASTER 32
taskbench_gnu_t2_n1000_d0.4_error,2,1000,0.4,0.000004,0.026416,0.035556,0.030525,0.039333,0.065708,0.062408,0.111604,0.097224,0.093483,0.037566,0.093083,0.180956,0.083754,0.127155,0.090860,0.090315,0.027503,0.050940,0.091017,0.114765,0.168784,0.071686,0.131439,0.038798,0.066202,0.141810,0.121213,0.153243,0.021952,0.045135,0.027904,0.020932,0.143106,0.085120,0.118338,0.039796,0.034148,0.030491,0.024766,0.169877,0.163241,0.133719
taskbench_mcc.openmp_t1_n1000_d0.2_error,1,1000,0.2,0.000011,0.206108,0.115457,0.056080,0.353789,0.336126,0.361790,0.871711,0.021995,0.035020,0.070303,0.194094,0.316473,0.192282,1.070725,0.025090,0.036128,0.045019,0.058513,0.255907,0.369425,1.042752,0.068823,0.094867,0.123986,0.127921,0.344783,0.663208,0.735324,0.139047,0.141046,0.131650,0.233934,0.226631,0.229648,0.324213,0.067033,0.115074,0.177432,0.271130,0.256043,0.240995,0.222417
taskbench_intel_t1_n1000_d0.2_error,1,1000,0.2,0.000005,0.012834,0.012654,0.019635,0.013292,0.006278,0.006955,0.006384,0.006175,0.006269,0.006016,0.006139,0.005754,0.005565,0.007213,0.007309,0.005671,0.005588,0.006405,0.006486,0.005506,0.005638,0.006070,0.005596,0.005731,0.006196,0.005987,0.007643,0.006586,0.011319,0.006030,0.006180,0.006209,0.005843,0.008544,0.011874,0.022043,0.015351,0.006133,0.006110,0.007462,0.006437,0.006120
taskbench_intel_t2_n1000_d06.4_error,2,1000,06.4,0.000273,1.480048,1.631275,2.042722,2.766796,3.359017,3.313320,2.530319,0.984138,1.540772,2.644895,3.313289,3.071549,4.575117,6.531928,0.944378,1.506546,2.562382,3.126154,3.485779,3.819681,3.861605,1.187950,1.932925,2.662203,3.068180,4.268244,3.653292,3.429236,0.053309,0.072348,0.050266,0.063538,0.072466,0.115269,0.070475,0.070777,0.060925,0.078664,0.051940,0.050966,0.060229,0.067086
taskbench_intel-17.0.1.132_t2_n1000_d012.8_error,2,1000,012.8,0.001268,0.142235,0.202125,0.101931,0.160454,0.046929,0.043627,0.027643,0.080863,0.079159,0.077504,0.078340,0.034771,0.055781,0.048827,0.062963,0.060579,0.068025,0.058707,0.082229,0.047501,0.058652,0.059997,0.078577,0.051667,0.054983,0.063336,0.148576,0.081005,0.073751,0.079281,0.071693,0.110019,0.077829,0.081071,0.094315,0.078329,0.066934,0.069241,0.076252,0.079047,0.090246,0.065984
taskbench_clang_t2_n1000_d03.2_error,2,1000,03.2,0.000171,0.067592,0.064066,0.093262,0.058458,0.057802,0.050078,0.044811,0.069768,0.069527,0.066550,0.065773,0.056998,0.133273,0.460045,0.056899,0.036643,0.037822,0.035983,0.061745,0.054124,0.060147,0.075572,0.049367,0.035910,0.037766,0.047364,0.105734,0.043826,0.047809,0.042038,0.038835,0.044976,0.043021,0.058136,0.044594,0.037876,0.049911,0.035025,0.041445,0.046361,0.062368,0.049583
taskbench_intel-17.0.1.132_t2_n1000_d0.2_error,2,1000,0.2,0.000014,0.036943,0.031675,0.035379,0.037145,0.041231,0.060223,0.035700,0.019500,0.014522,0.013588,0.024149,0.031735,0.053050,0.116596,0.013573,0.018150,0.022072,0.023517,0.029145,0.042178,0.036358,0.013848,0.019354,0.025753,0.020628,0.024410,0.032726,0.041040,0.037758,0.019826,0.022910,0.035976,0.034902,0.397128,0.094980,0.029825,0.030419,0.026471,0.031192,0.048016,0.404300,0.582141
taskbench_mcc.openmp_t2_n5000_d03.2_error,2,5000,03.2,0.000067,0.144350,0.222145,0.298680,0.396488,0.808946,0.866876,0.974997,0.280333,0.304643,0.245239,0.494209,0.873190,0.730911,1.456435,0.269749,0.171138,0.169065,0.470692,1.157072,1.385204,1.756342,0.374038,0.141185,0.272318,0.564600,1.014095,1.218030,1.747723,1.651282,1.678716,1.185775,0.317132,0.770851,2.445072,2.097458,0.413757,0.387396,0.540520,0.300890,0.955173,2.557674,3.292893
taskbench_gnu_t1_n1000_d03.2_error,1,1000,03.2,0.000040,0.020266,0.029124,0.004021,0.003820,0.003681,0.045080,0.003753,0.002790,0.002297,0.031907,0.025276,0.003223,0.028664,0.021924,0.037620,0.002516,0.001982,0.002998,0.040407,0.003415,0.018087,0.002942,0.039247,0.021575,0.002812,0.026945,0.020202,0.041230,0.003356,0.003153,0.003056,0.042225,0.003700,0.002577,0.027369,0.031625,0.003021,0.003846,0.028020,0.027525,0.003495,0.002228
taskbench_intel_t2_n1000_d0.2_error,2,1000,0.2,0.000017,2.073363,2.347041,2.737929,3.243586,3.375926,3.270662,2.565470,1.407749,1.939201,2.611722,3.347395,3.139468,6.306982,5.756112,1.400461,1.962346,2.603622,3.173393,3.552214,4.700572,4.459111,1.410020,1.961208,2.436319,3.138479,3.933491,4.211587,4.253028,0.066736,0.028885,0.032547,0.044677,0.249551,0.116207,0.046212,0.035131,0.031209,0.030308,0.031855,0.212170,0.119544,0.116807
taskbench_gnu_t2_n1000_d0.2_error,2,1000,0.2,0.000005,0.046770,0.069500,0.078333,0.037070,0.077995,0.067289,0.128995,0.042599,0.018123,0.131560,0.084237,0.087050,0.107124,0.143789,0.055871,0.022386,0.107339,0.088875,0.141571,0.120447,0.134750,0.035061,0.026034,0.108470,0.055941,0.124071,0.102440,0.122242,0.135286,0.093016,0.229691,0.082924,0.079147,0.103479,0.113879,0.220480,0.253565,0.109405,0.200065,0.129696,0.129806,0.165418
taskbench_intel_t2_n5000_d0.1_error,2,5000,0.1,0.000002,0.135718,0.239760,0.282722,0.445559,1.280508,2.861158,2.247781,0.642578,1.298975,5.066636,5.891433,10.095033,17.327727,25.689426,0.628830,0.926095,3.654850,3.988471,8.867906,14.755145,20.891732,1.220350,1.955969,3.056022,6.824131,10.196101,16.743555,21.803390,0.033407,0.022117,0.012454,0.009050,0.182723,0.074312,0.040710,0.055048,0.021887,0.010126,0.008144,0.277381,0.200628,0.052272
taskbench_gnu_t1_n1000_d0.2_error,1,1000,0.2,0.000008,0.013528,0.017355,0.014382,0.021694,0.023293,0.026745,0.029000,0.015073,0.012484,0.012662,0.017483,0.027365,0.020048,0.032416,0.013713,0.012951,0.022361,0.013749,0.022110,0.027949,0.030268,0.017664,0.012450,0.012954,0.014878,0.026694,0.022445,0.026222,0.021861,0.031902,0.028109,0.022667,0.024047,0.027602,0.028637,0.020264,0.021319,0.014750,0.023257,0.026031,0.027636,0.030483
taskbench_mcc.ompss_t2_n5000_d03.2_error,2,5000,03.2,0.000033,3.281494,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
taskbench_intel_t1_n1000_d06.4_error,1,1000,06.4,0.000116,0.078789,0.050014,0.002257,0.032270,0.003338,0.020372,0.003138,0.023496,0.025240,0.002218,0.029000,0.003630,0.036164,0.020501,0.039641,0.002397,0.002286,0.289683,0.086547,0.079515,0.084771,0.170657,0.003360,0.003532,0.003156,0.020275,0.033694,0.027390,0.036779,0.002894,0.030184,0.003119,0.020895,0.029304,0.029776,0.043215,0.003282,0.032797,0.002506,0.017609,0.031623,0.025693
taskbench_intel-17.0.1.132_t2_n1000_d01.6_error,2,1000,01.6,0.000084,0.062588,0.050066,0.029984,0.054765,0.057830,0.053223,0.064390,0.060540,0.048995,0.050949,0.052183,0.047792,0.050465,0.039032,0.050584,0.045766,0.051809,0.050775,0.050158,0.048399,0.041735,0.050774,0.056082,0.061635,0.056057,0.063066,0.054967,0.033823,0.065929,0.074408,0.067131,0.064530,0.044529,0.055802,0.049441,0.065945,0.064190,0.063604,0.071496,0.061364,0.054923,0.059845
taskbench_clang_t1_n1000_d03.2_error,1,1000,03.2,0.000099,0.040096,0.002853,0.023756,0.002549,0.002722,0.035130,0.044416,0.031413,0.035780,0.002103,0.001796,0.038738,0.003267,0.002319,0.019374,0.002615,0.025527,0.003151,0.002985,0.027163,0.027773,0.002879,0.001961,0.002120,0.002236,0.045236,0.002680,0.003036,0.001632,0.002747,0.025257,0.002720,0.004848,0.031961,0.029792,0.002047,0.001897,0.002770,0.001985,0.045187,0.001944,0.003422
taskbench_mcc.openmp_t2_n1000_d06.4_error,2,1000,06.4,0.000706,0.338468,0.417701,0.348663,0.503164,0.947723,2.031128,1.070071,0.252200,0.334502,0.340066,0.667756,0.513664,0.655182,1.140529,0.308802,0.255427,0.411431,0.524157,0.966738,1.181041,2.266288,0.391186,0.377992,0.457894,0.498675,1.136184,1.341670,2.187494,1.819429,1.588073,1.434395,0.602742,0.871158,5.238284,1.232043,0.562579,1.303077,1.853739,1.923283,1.627818,5.129526,0.756686
taskbench_mcc.ompss_t1_n1000_d0.8_error,1,1000,0.8,0.000044,0.933868,0.462332,0.493274,1.207461,1.257517,1.206819,2.221883,0.112393,0.232470,1.435031,3.864612,9.747923,19.175304,23.245427,0.253460,0.773741,1.345777,0.473780,1.284112,5.386973,18.880652,0.214246,0.473166,0.307391,0.702067,1.439305,3.792069,23.421887,0.111660,0.066482,0.184924,0.181046,0.359768,0.293016,0.896488,0.098691,0.065971,0.060971,0.195767,0.504991,0.523525,3.209678
taskbench_intel_t1_n1000_d03.2_error,1,1000,03.2,0.000068,0.033746,0.002789,0.036113,0.037093,0.035547,0.002014,0.030534,0.001825,0.023941,0.019829,0.025023,0.002853,0.002236,0.002073,0.002219,0.029241,0.001908,0.002634,0.001774,0.027613,0.025749,0.003296,0.002818,0.031355,0.002548,0.025348,0.002667,0.002041,0.002317,0.002095,0.035437,0.001884,0.002550,0.002345,0.027223,0.030729,0.003525,0.003093,0.034524,0.042859,0.002547,0.001900
taskbench_clang_t1_n1000_d012.8_error,1,1000,012.8,0.000024,0.103147,0.025914,0.035384,0.033173,0.044951,0.033232,0.036087,0.034794,0.026009,0.034782,0.002731,0.451763,0.377404,0.234323,0.035749,0.005454,0.005396,0.039371,0.003821,0.031467,0.035233,0.034739,0.037719,0.059764,0.040188,0.046459,0.044350,0.005029,0.021798,0.033703,0.027277,0.038944,0.033022,0.036427,0.031771,0.005030,0.039840,0.034555,0.034333,0.041614,0.059633,0.033158
taskbench_intel_t2_n1000_d01.6_error,2,1000,01.6,0.000068,0.343847,0.809478,1.327186,1.919130,4.550383,9.407724,10.460436,0.879403,2.202400,3.346271,6.665152,9.148631,16.474249,25.116667,0.539639,0.966867,3.234199,8.969957,8.919030,10.314469,18.922327,0.904329,1.709413,3.227466,3.996402,7.870545,15.157156,21.353285,0.073274,0.056736,0.052924,0.054048,0.052999,0.056686,0.042432,0.052473,0.051067,0.056650,0.054971,0.051533,0.047864,0.049047
taskbench_intel-17.0.1.132_t2_n1000_d0.1_error,2,1000,0.1,0.000014,0.023322,0.035694,0.024424,0.041070,0.042466,0.048674,0.060491,0.030728,0.024271,0.022444,0.031848,0.047526,0.051441,0.030780,0.019832,0.025608,0.026800,0.025182,0.030995,0.038368,0.041286,0.015438,0.018884,0.018295,0.019176,0.030268,0.034159,0.035439,0.019719,0.021436,0.033414,0.031520,0.172034,0.363416,0.382014,0.022964,0.023270,0.028637,0.030306,0.194934,0.462906,0.586789
taskbench_mcc.ompss_t2_n5000_d06.4_error,2,5000,06.4,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
taskbench_mcc.openmp_t2_n5000_d01.6_error,2,5000,01.6,0.000036,0.174128,0.166646,0.345942,0.261778,0.426043,0.467424,2.358770,0.128273,0.187898,0.183137,0.378387,1.017898,1.278713,1.499128,0.123475,0.076538,0.205743,0.497835,1.022658,1.443464,1.820817,0.109071,0.069494,0.187604,0.490056,1.252725,1.150750,1.490071,1.689941,0.575865,0.386663,0.297627,1.035602,3.467745,3.486265,0.478552,0.432084,0.323387,0.303322,0.688545,2.777678,2.527359
taskbench_intel_t2_n1000_d0.4_error,2,1000,0.4,0.000023,0.630771,0.798046,1.403313,1.899863,6.302318,9.494643,17.632817,0.742803,1.437988,3.737909,7.857486,13.040527,20.505100,28.250981,0.566772,0.934772,1.861784,5.451860,6.584869,12.308266,24.819045,2.577461,0.939915,3.321608,5.950454,8.669957,14.364511,20.041210,0.075992,0.042975,0.042679,0.039186,0.040320,0.405328,0.694810,0.081074,0.038850,0.036450,0.042295,0.045018,0.499355,0.076509
taskbench_gnu_t1_n1000_d0.8_error,1,1000,0.8,0.000020,0.010194,0.004408,0.004948,0.003047,0.003964,0.003875,0.035047,0.002733,0.002014,0.002649,0.002036,0.022155,0.003631,0.016514,0.002065,0.002353,0.004172,0.003537,0.017156,0.013838,0.034249,0.001607,0.002114,0.002099,0.002566,0.032676,0.003206,0.022345,0.003427,0.003375,0.004166,0.003024,0.003008,0.002464,0.006200,0.003341,0.003543,0.004654,0.005036,0.041825,0.004971,0.003030
taskbench_mcc.openmp_t2_n1000_d01.6_error,2,1000,01.6,0.000155,0.216053,0.160135,0.973674,0.766455,0.521061,1.254029,1.473338,0.198878,0.195302,0.219186,0.238117,0.648559,0.833034,1.201975,0.202999,0.151450,0.250468,0.497860,1.040283,1.206728,1.590646,0.193908,0.146447,0.138119,0.540173,0.811213,1.561618,1.945788,1.622364,1.569695,1.134876,0.633162,2.135574,2.280908,3.446132,1.515561,1.377677,1.646982,0.968530,1.970778,2.064021,3.082429
taskbench_mcc.openmp_t2_n5000_d0.8_error,2,5000,0.8,0.000017,0.239744,0.340632,0.105031,0.221476,0.896362,2.412594,3.047506,0.143791,0.116420,0.163322,0.427889,0.405963,0.507955,1.352353,0.244956,0.144611,0.172870,0.516284,0.696588,1.144367,1.780122,0.079650,0.123349,0.190380,0.322931,0.925049,1.375713,2.399458,1.403444,0.630164,0.445644,0.999643,0.935652,1.447618,2.074755,1.428817,1.327805,0.319614,0.412543,0.804307,1.512351,1.450110
taskbench_mcc.openmp_t2_n5000_d0.2_error,2,5000,0.2,0.000006,0.185063,0.186767,0.270252,0.785717,1.455063,1.904772,2.273240,0.101389,0.061109,0.161050,0.301555,0.531982,1.019862,0.870275,0.284881,0.085698,0.166298,0.474812,0.913042,1.179613,1.926147,0.078015,0.093345,0.260238,0.449304,1.156819,1.316494,1.835975,0.580509,0.409316,0.180360,0.346958,0.810283,1.576501,2.496254,0.662604,0.459182,0.248415,0.328040,1.011532,2.212769,2.603381
taskbench_clang_t2_n1000_d0.4_error,2,1000,0.4,0.000060,0.063650,0.079399,0.079616,0.087565,0.113654,0.087484,0.153800,0.078070,0.062194,0.077475,0.092937,0.148854,0.096918,0.320071,0.073647,0.078630,0.062026,0.065670,0.058962,0.067136,0.123774,0.031013,0.031433,0.036499,0.050802,0.054542,0.222743,0.023230,0.027180,0.032679,0.033078,0.045890,0.041612,0.056662,0.064982,0.021787,0.033307,0.026015,0.049704,0.070477,0.095210,0.061799
taskbench_mcc.ompss_t2_n5000_d012.8_error,2,5000,012.8,0.000056,5.098728,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
taskbench_gnu_t2_n1000_d012.8_error,2,1000,012.8,0.000305,0.040913,0.027640,0.073968,0.042541,0.068382,0.052080,0.068940,0.048841,0.024462,0.043653,0.036672,0.071435,0.050308,0.079216,0.015509,0.021399,0.043160,0.053756,0.062363,0.037276,0.081530,0.012572,0.035579,0.016905,0.063834,0.057988,0.045068,0.057487,0.050353,0.061302,0.053121,0.042235,0.047613,0.044206,0.052981,0.044025,0.063387,0.121391,0.057414,0.037033,0.058444,0.143658
taskbench_mcc.ompss_t2_n1000_d03.2_error,2,1000,03.2,0.000180,1.345318,0.728975,0.403886,0.394864,0.530844,0.734306,2.491867,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
taskbench_intel-17.0.1.132_t2_n1000_d0.4_error,2,1000,0.4,0.000013,0.019712,0.017725,0.021632,0.020785,0.027697,0.026916,0.039142,0.021741,0.022749,0.020569,0.019345,0.030327,0.037021,0.028641,0.022028,0.022156,0.018781,0.025599,0.044124,0.032208,0.037310,0.017605,0.013780,0.019172,0.026134,0.030047,0.030743,0.031539,0.026350,0.025324,0.024222,0.026896,0.030181,0.046130,0.237966,0.025789,0.027609,0.020907,0.029217,0.034960,0.043754,0.242028
taskbench_intel_t1_n1000_d01.6_error,1,1000,01.6,0.000018,0.003105,0.004557,0.004059,0.004126,0.004679,0.003909,0.004035,0.042080,0.003690,0.002741,0.003845,0.003322,0.003508,0.002734,0.003253,0.014685,0.003315,0.030827,0.003033,0.002915,0.003621,0.001664,0.002973,0.023983,0.001807,0.002130,0.026131,0.002996,0.002235,0.002499,0.002573,0.002875,0.002395,0.001730,0.002601,0.042092,0.003934,0.002262,0.002289,0.003523,0.004386,0.004482
taskbench_gnu_t1_n1000_d0.1_error,1,1000,0.1,0.000001,0.046702,0.005104,0.008154,0.024130,0.006707,0.006927,0.005189,0.002271,0.001984,0.001932,0.003727,0.003444,0.008477,0.019705,0.002402,0.002675,0.001751,0.002312,0.002996,0.007711,0.020391,0.002317,0.003839,0.001822,0.003741,0.019736,0.003668,0.006477,0.004271,0.003118,0.003679,0.003917,0.004434,0.029171,0.017127,0.002984,0.003468,0.004309,0.003501,0.003094,0.004203,0.003087
taskbench_mcc.ompss_t2_n5000_d01.6_error,2,5000,01.6,0.000017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
taskbench_mcc.openmp_t2_n5000_d06.4_error,2,5000,06.4,0.000134,0.141300,0.205510,0.240287,0.170822,0.321366,1.000400,0.814388,0.267815,0.342413,0.568687,0.626196,0.881532,1.090354,1.139459,0.329456,0.316490,0.328006,0.399748,0.846972,1.284871,1.836428,0.342892,0.289489,0.230845,0.475706,0.798897,1.059371,1.754307,1.655957,0.594551,0.592268,0.804138,1.278727,1.707300,2.919209,0.307220,0.438181,0.493599,0.683396,0.623969,2.424643,2.946712
taskbench_mcc.openmp_t1_n1000_d03.2_error,1,1000,03.2,0.000090,0.250238,0.092338,0.066027,0.341938,0.356348,0.340716,0.774281,0.048449,0.015086,0.081416,0.149447,0.334634,0.175528,1.586793,0.026742,0.044130,0.063930,0.081236,0.250124,0.402775,1.000311,0.069355,0.107707,0.136035,0.141934,0.364364,0.617210,0.670346,0.141285,0.146303,0.141871,0.204154,0.258456,0.245046,0.328589,0.058421,0.104088,0.181325,0.225194,0.233863,0.222957,0.252702
taskbench_mcc.ompss_t2_n5000_d0.1_error,2,5000,0.1,0.000001,0.267016,0.164121,0.118456,0.251711,0.240082,1.007601,1.408054,0.294318,0.993806,2.808329,5.196149,10.953538,21.001589,29.203917,0.351802,0.335881,0.806414,2.067272,7.001865,16.292179,30.916421,0.526627,0.304605,0.679606,1.772194,3.596222,4.109832,13.183653,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
taskbench_mcc.openmp_t1_n1000_d0.8_error,1,1000,0.8,0.000044,0.202543,0.107761,0.057191,0.356388,0.403989,0.361711,0.853395,0.021904,0.025829,0.068792,0.162941,0.289000,0.170688,1.058191,0.025313,0.034031,0.061595,0.056244,0.206181,0.476634,0.951334,0.074240,0.076952,0.149065,0.101614,0.393684,0.611704,0.638325,0.137850,0.174918,0.138120,0.220709,0.234039,0.205705,0.248293,0.060211,0.105733,0.100178,0.248971,0.214784,0.220308,0.186181
taskbench_intel_t2_n5000_d0.8_error,2,5000,0.8,0.000010,0.135145,0.284181,0.300394,0.460982,0.907850,2.118087,3.315163,0.504328,1.714996,3.682904,7.291605,11.311641,17.535324,25.619328,0.706129,1.060669,1.652795,4.820693,10.624478,19.433186,23.090105,1.067248,2.396580,3.533589,5.556686,14.861607,15.207436,20.127088,0.092069,0.028663,0.070377,0.127568,0.035228,0.039373,0.016907,0.009452,0.013897,0.007829,0.011421,0.014263,0.014593,0.018222
taskbench_intel_t2_n5000_d03.2_error,2,5000,03.2,0.000019,0.129875,0.167688,0.317505,0.518785,0.853546,1.085540,2.804986,1.032225,1.562260,2.928569,5.971692,12.161985,18.276351,29.717071,0.780671,2.285059,1.873376,4.927170,11.555959,12.883373,19.198253,1.222534,1.565409,3.337709,6.166133,13.198419,22.720966,21.732951,0.058210,0.030721,0.027100,0.076037,0.018897,0.017789,0.015360,0.009227,0.016095,0.020916,0.015877,0.016292,0.031301,0.092022
taskbench_intel-17.0.1.132_t1_n1000_d0.8_error,1,1000,0.8,0.000019,0.025776,0.006462,0.005988,0.027732,0.006937,0.008596,0.006256,0.006781,0.005856,0.010137,0.006606,0.006270,0.007086,0.006811,0.007600,0.005815,0.006540,0.006522,0.005724,0.009217,0.006305,0.044606,0.006617,0.007226,0.005718,0.005714,0.006951,0.006072,0.007667,0.007126,0.006138,0.006115,0.006940,0.005802,0.029940,0.033801,0.004610,0.002674,0.002580,0.002795,0.028969,0.026032
taskbench_intel-17.0.1.132_t1_n1000_d01.6_error,1,1000,01.6,0.000034,0.013235,0.002202,0.004817,0.040030,0.037326,0.034223,0.038312,0.036421,0.033735,0.018826,0.002996,0.041596,0.019242,0.001689,0.025921,0.003724,0.003237,0.002788,0.002702,0.002816,0.002409,0.002552,0.003110,0.002458,0.037697,0.003459,0.002717,0.002766,0.002872,0.004443,0.002378,0.034141,0.002208,0.002683,0.021977,0.003354,0.002654,0.017663,0.003144,0.002447,0.036029,0.027707
taskbench_clang_t2_n1000_d0.1_error,2,1000,0.1,0.000013,0.043533,0.035799,0.026121,0.030856,0.029423,0.040612,0.060131,0.025160,0.024963,0.025722,0.025957,0.068570,0.185070,0.387774,0.013178,0.015346,0.014972,0.021456,0.058496,0.085574,0.182573,0.014517,0.014165,0.019602,0.024443,0.031286,0.157427,0.029448,0.025435,0.020888,0.048284,0.037051,0.084130,0.115691,0.051353,0.026045,0.036550,0.030652,0.031475,0.146738,0.056097,0.049489
taskbench_intel_t1_n1000_d0.8_error,1,1000,0.8,0.000018,0.045636,0.002340,0.001959,0.002964,0.002199,0.030718,0.003372,0.002597,0.001893,0.002352,0.002335,0.020467,0.002546,0.002177,0.002841,0.002329,0.032468,0.002844,0.003141,0.002356,0.002741,0.002672,0.017969,0.002484,0.002370,0.002898,0.002057,0.003356,0.002186,0.002073,0.001945,0.001618,0.024286,0.002946,0.001967,0.001704,0.001689,0.005242,0.002814,0.002141,0.030909,0.002668
taskbench_mcc.openmp_t1_n1000_d0.1_error,1,1000,0.1,0.000005,0.213148,0.085661,0.067762,0.357184,0.341798,0.337637,0.884986,0.026231,0.018120,0.070346,0.163527,0.322220,0.180863,1.091071,0.026223,0.032463,0.035075,0.135906,0.232286,0.504532,0.963281,0.085616,0.092058,0.289580,0.140778,0.387264,0.633871,0.750740,0.143216,0.142997,0.122300,0.242621,0.231116,0.202181,0.314820,0.056417,0.137095,0.177011,0.235095,0.296491,0.213582,0.253254
taskbench_mcc.ompss_t2_n1000_d06.4_error,2,1000,06.4,0.000199,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
taskbench_mcc.openmp_t2_n5000_d0.1_error,2,5000,0.1,0.000002,0.213015,0.271192,0.238927,0.424546,0.873107,0.891135,2.532227,0.067654,0.097528,0.171273,0.327168,0.669350,1.016447,1.540018,0.312941,0.099262,0.160761,0.576959,0.919997,1.479183,1.854616,0.082500,0.086357,0.232054,0.538421,0.879017,1.220729,1.600966,0.473311,0.466431,0.141268,0.271240,0.678609,1.908279,2.961314,0.713559,0.571021,0.135346,0.332644,1.079502,2.126600,2.488071
