bench,thread,task,duration,reference,TASK DEPENDENCY NEIGHBORS MASTER 1,TASK DEPENDENCY NEIGHBORS MASTER 2,TASK DEPENDENCY NEIGHBORS MASTER 4,TASK DEPENDENCY NEIGHBORS MASTER 8,TASK DEPENDENCY NEIGHBORS MASTER 16,TASK DEPENDENCY NEIGHBORS MASTER 24,TASK DEPENDENCY NEIGHBORS MASTER 32,TASK DEPENDENCY IN LINKED MASTER 1,TASK DEPENDENCY IN LINKED MASTER 2,TASK DEPENDENCY IN LINKED MASTER 4,TASK DEPENDENCY IN LINKED MASTER 8,TASK DEPENDENCY IN LINKED MASTER 16,TASK DEPENDENCY IN LINKED MASTER 24,TASK DEPENDENCY IN LINKED MASTER 32,TASK DEPENDENCY OUT LINKED MASTER 1,TASK DEPENDENCY OUT LINKED MASTER 2,TASK DEPENDENCY OUT LINKED MASTER 4,TASK DEPENDENCY OUT LINKED MASTER 8,TASK DEPENDENCY OUT LINKED MASTER 16,TASK DEPENDENCY OUT LINKED MASTER 24,TASK DEPENDENCY OUT LINKED MASTER 32,TASK DEPENDENCY INOUT LINKED MASTER 1,TASK DEPENDENCY INOUT LINKED MASTER 2,TASK DEPENDENCY INOUT LINKED MASTER 4,TASK DEPENDENCY INOUT LINKED MASTER 8,TASK DEPENDENCY INOUT LINKED MASTER 16,TASK DEPENDENCY INOUT LINKED MASTER 24,TASK DEPENDENCY INOUT LINKED MASTER 32,TASK DEPENDENCY OUT CHAIN MASTER 1,TASK DEPENDENCY OUT CHAIN MASTER 2,TASK DEPENDENCY OUT CHAIN MASTER 4,TASK DEPENDENCY OUT CHAIN MASTER 8,TASK DEPENDENCY OUT CHAIN MASTER 16,TASK DEPENDENCY OUT CHAIN MASTER 24,TASK DEPENDENCY OUT CHAIN MASTER 32,TASK DEPENDENCY INOUT CHAIN MASTER 1,TASK DEPENDENCY INOUT CHAIN MASTER 2,TASK DEPENDENCY INOUT CHAIN MASTER 4,TASK DEPENDENCY INOUT CHAIN MASTER 8,TASK DEPENDENCY INOUT CHAIN MASTER 16,TASK DEPENDENCY INOUT CHAIN MASTER 24,TASK DEPENDENCY INOUT CHAIN MASTER 32
taskbench_intel-17.0.1.132_t2_n1000_d012.8,2,1000,012.8,0.013019,6.775725,6.695366,6.601799,6.629324,6.644058,6.794107,7.045531,6.421590,6.427944,6.485891,6.620526,7.015598,7.754540,8.816707,6.353879,6.362343,6.398177,6.510556,6.970847,7.672715,8.586228,6.351709,6.366611,6.395447,6.514144,6.961763,7.685685,8.600414,12.665808,12.700331,12.781239,12.970352,13.315189,13.642573,13.967693,12.667382,12.703729,12.791622,12.956500,13.330257,13.645077,13.970912
taskbench_mcc.ompss_t2_n5000_d0.2,2,5000,0.2,0.000042,8.014088,11.342874,14.693625,21.033733,33.733327,47.483401,62.301428,10.555563,21.904123,59.382591,139.472349,508.554754,1195.867903,1765.679190,12.915933,25.074787,59.007082,151.996422,455.085068,900.583229,1498.527539,13.549819,25.559828,59.939036,153.900664,458.459449,907.190771,1534.541759,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
taskbench_mcc.ompss_t1_n1000_d01.6,1,1000,01.6,0.001674,11.419833,16.190672,20.317233,27.579582,43.752682,64.211154,88.468301,8.771992,13.652265,35.715842,78.065050,178.496408,312.599146,478.258073,11.751425,18.686855,39.491546,82.824457,192.942226,339.013159,517.689872,11.811376,18.766689,40.210760,86.896241,203.436780,355.587101,550.875068,7.552874,9.534264,13.275206,21.032465,36.545813,56.660736,77.288091,7.884502,10.118318,15.085924,24.897993,45.181823,70.421588,95.890999
taskbench_mcc.openmp_t2_n5000_d01.6,2,5000,01.6,0.000355,3.510513,4.000611,4.892118,6.536872,9.480684,12.658184,17.072899,3.131275,3.908119,6.950405,13.417926,24.229674,34.241848,45.763779,3.585091,5.378294,7.996707,16.808643,28.667941,40.100820,54.453895,3.743014,5.486135,8.268964,17.393930,29.357867,40.875561,56.139224,4.572577,4.101682,5.612695,11.796117,17.583447,23.299632,27.602561,3.768573,4.096546,5.632262,11.851985,18.026989,23.310959,27.939925
taskbench_intel_t2_n5000_d01.6,2,5000,01.6,0.000342,1.181781,1.385851,1.711075,2.361619,3.828349,5.684290,8.035109,2.045820,3.999474,8.831632,20.109804,49.256523,88.645213,140.788608,3.942127,6.716182,12.288747,24.594769,54.646358,90.006344,132.624705,6.861475,10.771084,18.620369,35.618403,74.056132,118.984816,170.279016,2.122006,2.178297,2.238040,2.335570,2.515421,2.669148,2.737026,2.144902,2.315116,2.382569,2.461917,2.568476,2.686162,2.822163
taskbench_mcc.ompss_t2_n5000_d0.8,2,5000,0.8,0.000173,8.031442,11.304412,14.498873,20.881200,33.862295,47.260392,62.392228,11.289136,21.988273,63.660257,138.284814,509.866910,1199.113367,2141.087172,12.762084,24.578612,59.125738,152.486885,557.441978,1259.662488,1512.094672,13.634834,25.566938,60.427592,154.442627,459.893236,909.781973,1543.099191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
taskbench_clang_t1_n1000_d0.8,1,1000,0.8,0.000879,0.932825,0.917482,0.918925,0.922704,0.930130,0.937319,0.944495,0.913107,0.914598,0.919378,0.920868,0.928438,0.935209,0.942731,0.917006,0.915420,0.916517,0.920641,0.928164,0.935256,0.944507,0.914085,0.915170,0.916898,0.929749,0.936401,0.944674,0.949621,0.921226,0.922906,0.927353,0.929368,0.936949,0.943851,0.951052,0.915802,0.914705,0.923049,0.920022,0.928044,0.935066,0.942290
taskbench_mcc.openmp_t1_n1000_d012.8,1,1000,012.8,0.013376,16.578388,17.734432,18.866014,21.227288,25.109804,31.177223,37.956655,16.195643,17.165339,18.970394,22.128129,29.323816,36.532903,46.132553,16.424465,17.658412,19.894767,23.665142,32.400894,40.399587,52.322471,16.622031,18.172824,20.785666,25.097466,34.891522,43.468988,54.808199,16.322923,17.274880,18.823576,21.539199,26.907659,32.285511,37.570357,16.290104,17.337847,18.869400,21.576238,26.868641,32.282972,37.499297
taskbench_clang_t1_n1000_d0.2,1,1000,0.2,0.000218,0.271225,0.271809,0.271535,0.275123,0.284159,0.289202,0.296664,0.265312,0.266767,0.268066,0.272191,0.279272,0.286222,0.293708,0.265515,0.266802,0.268340,0.271714,0.279093,0.286293,0.293779,0.265157,0.266421,0.268698,0.271809,0.279105,0.286305,0.293410,0.265145,0.266206,0.267673,0.271785,0.279140,0.286007,0.292647,0.265718,0.266218,0.268221,0.271606,0.279319,0.288033,0.293350
taskbench_clang_t1_n1000_d0.1,1,1000,0.1,0.000104,0.161517,0.157368,0.159669,0.162756,0.170112,0.177050,0.184071,0.152957,0.154245,0.155556,0.159323,0.166953,0.173604,0.181377,0.152910,0.154245,0.155532,0.159347,0.166702,0.177145,0.181401,0.152838,0.154245,0.155675,0.159037,0.166512,0.174069,0.181460,0.152946,0.153756,0.155199,0.159025,0.166655,0.173557,0.180805,0.153089,0.153828,0.155818,0.159061,0.166631,0.173736,0.180936
taskbench_clang_t1_n1000_d0.4,1,1000,0.4,0.000432,0.490808,0.489104,0.493228,0.493193,0.500727,0.507951,0.515044,0.483966,0.485301,0.486434,0.490344,0.497925,0.504494,0.512290,0.483811,0.485539,0.486624,0.490415,0.497627,0.504696,0.512302,0.486636,0.489986,0.486851,0.490105,0.497532,0.505054,0.512362,0.483906,0.484633,0.486100,0.493145,0.497639,0.504541,0.512004,0.483799,0.485384,0.486636,0.493479,0.497961,0.504792,0.511861
taskbench_mcc.ompss_t2_n1000_d03.2,2,1000,03.2,0.003285,13.069808,16.596997,18.102705,25.358057,40.252411,55.036902,72.433507,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
taskbench_intel-17.0.1.132_t1_n1000_d0.1,1,1000,0.1,0.000088,0.155795,0.156939,0.155449,0.158894,0.161135,0.163269,0.165737,0.155997,0.153434,0.153506,0.155294,0.158441,0.161052,0.163400,0.153339,0.153196,0.153828,0.158167,0.158489,0.160944,0.166881,0.153363,0.154626,0.153756,0.155568,0.158763,0.161242,0.163221,0.153244,0.153291,0.158441,0.154388,0.158060,0.160432,0.165415,0.153017,0.154495,0.153697,0.155056,0.158000,0.160396,0.164139
taskbench_intel-17.0.1.132_t1_n1000_d0.2,1,1000,0.2,0.000219,0.267029,0.269318,0.268877,0.268686,0.274503,0.271189,0.273252,0.262761,0.263011,0.264478,0.266755,0.270367,0.270212,0.273645,0.264263,0.263464,0.265062,0.265348,0.270629,0.271702,0.273097,0.263095,0.264931,0.264001,0.268483,0.271404,0.272822,0.273848,0.265217,0.265217,0.265896,0.265551,0.269270,0.273061,0.272882,0.263262,0.265491,0.262702,0.266600,0.267851,0.272548,0.273740
taskbench_intel-17.0.1.132_t1_n1000_d0.4,1,1000,0.4,0.000421,0.479376,0.482714,0.479913,0.480175,0.486696,0.484109,0.489414,0.473106,0.473917,0.473940,0.474930,0.479305,0.481057,0.482929,0.476527,0.474608,0.475883,0.479198,0.484538,0.485110,0.488293,0.475633,0.479496,0.477374,0.481617,0.482690,0.487387,0.487781,0.478017,0.480723,0.478244,0.480199,0.482309,0.487018,0.485373,0.474596,0.472772,0.475323,0.475907,0.479269,0.480592,0.482547
taskbench_mcc.openmp_t1_n1000_d0.4,1,1000,0.4,0.000401,3.635406,4.764557,5.899405,8.252645,12.127471,18.173230,24.909997,3.225219,4.198360,5.980337,9.125102,16.297913,23.483527,33.076918,3.467083,4.706860,6.927371,10.733247,19.445455,27.455735,38.212574,3.665912,5.196095,8.100641,12.790978,22.106457,31.094956,43.377697,3.431845,4.410636,6.076908,9.137177,14.360201,19.408369,24.603224,3.330386,4.378438,5.923426,8.674276,13.939130,19.411123,24.490416
taskbench_mcc.ompss_t2_n1000_d01.6,2,1000,01.6,0.001533,12.326252,15.347934,18.977761,26.085877,41.693544,57.121384,74.684811,0.764501,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
taskbench_intel-17.0.1.132_t1_n1000_d0.8,1,1000,0.8,0.000845,0.886869,0.885713,0.885189,0.890446,0.891221,0.889933,0.892854,0.880587,0.881982,0.884855,0.883925,0.886774,0.887883,0.890994,0.881600,0.882125,0.883567,0.883090,0.888205,0.890791,0.890696,0.885296,0.882578,0.881767,0.883055,0.888741,0.890040,0.890791,0.881767,0.882411,0.883853,0.882363,0.886583,0.889790,0.897539,0.885546,0.881290,0.881433,0.882816,0.884712,0.896001,0.891781
taskbench_clang_t2_n1000_d06.4,2,1000,06.4,0.006542,3.547776,3.604162,3.645933,3.685427,3.846300,4.018760,4.238701,3.555691,3.582001,3.632009,3.745985,4.206097,4.997218,6.108844,3.559661,3.568912,3.611755,3.717709,4.098284,4.763126,5.688536,3.549600,3.524745,3.528595,3.677094,4.124355,4.760528,5.740023,7.050467,7.088399,7.164657,7.348347,7.745278,8.019650,8.422351,7.065988,7.082283,7.180285,7.271159,7.647038,8.012438,8.367622
taskbench_mcc.ompss_t2_n1000_d012.8,2,1000,012.8,0.013589,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
taskbench_mcc.ompss_t2_n5000_d03.2,2,5000,03.2,0.000655,0.374370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
taskbench_gnu_t1_n1000_d012.8,1,1000,012.8,0.013356,13.402808,13.418341,13.448095,13.493490,13.627005,13.769448,13.938439,13.382792,13.387704,13.403273,13.431394,13.532996,13.578081,13.678277,13.381970,13.385570,14.086068,14.125490,13.752699,13.569653,13.675404,13.382590,13.385856,13.401794,13.431883,13.529575,13.568485,13.688123,13.484752,13.497126,13.529408,13.596165,13.725686,13.866580,13.988125,13.483810,13.497889,13.530564,13.594925,13.726377,13.867867,13.987780
taskbench_mcc.openmp_t2_n5000_d06.4,2,5000,06.4,0.001349,5.795333,6.794658,7.569897,9.435971,12.914808,17.403810,22.344823,5.736501,6.549735,8.506086,11.733413,25.362775,35.434616,47.751949,6.368670,7.467875,9.565909,15.521114,29.580882,40.370977,55.795329,6.483533,7.556496,9.773669,15.706086,30.205543,40.979664,56.725702,9.174588,8.981915,9.603503,11.332371,17.632325,27.453442,33.992758,8.558688,8.822389,9.676161,11.235566,17.356539,28.090150,34.254851
taskbench_mcc.openmp_t2_n5000_d0.2,2,5000,0.2,0.000052,2.599096,3.476355,5.132053,7.388296,11.200988,14.752853,18.760731,2.916951,4.288168,7.400541,13.385203,22.566383,32.790866,44.741013,3.608775,5.488825,9.597130,16.394811,27.716222,38.217154,51.937287,3.904109,5.713127,9.790771,17.114170,28.834765,39.733419,53.607314,2.983825,4.032221,6.958921,11.960800,16.437373,19.853456,25.562294,3.061173,3.965085,7.143621,12.273865,16.901684,20.704749,24.577217
taskbench_mcc.ompss_t2_n5000_d01.6,2,5000,01.6,0.000339,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
taskbench_gnu_t2_n1000_d06.4,2,1000,06.4,0.006942,3.700483,3.767192,3.807020,3.889787,4.102886,4.361117,4.703116,3.663075,3.699553,3.749192,3.821909,3.984892,4.161918,4.193664,3.632927,3.663135,3.714311,3.793764,3.942835,4.119802,4.201615,3.632379,3.660607,3.714478,3.791583,3.938544,4.124129,4.184365,7.163608,7.169104,7.135487,7.138824,7.200646,7.257426,7.261920,7.480252,7.588506,7.537937,7.393992,7.325006,7.311058,7.278812
taskbench_mcc.openmp_t1_n1000_d0.8,1,1000,0.8,0.000858,4.073048,5.217183,6.346941,8.718860,12.589610,18.625009,25.328600,3.676009,4.652345,6.433904,9.583998,16.746044,23.917627,33.427739,3.901398,5.122280,7.340121,11.103451,19.792640,27.751076,38.369799,4.079974,5.563414,8.074188,12.148917,21.582305,30.413067,42.258370,3.803933,4.749870,6.297719,9.035599,14.364982,19.676542,24.957180,3.770268,4.804039,6.388950,9.103227,14.323878,19.675601,24.870086
taskbench_mcc.openmp_t1_n1000_d06.4,1,1000,06.4,0.006865,10.086012,11.226785,12.347651,14.723217,18.557870,24.570334,31.284654,9.687138,10.663199,12.430537,15.584219,22.719395,29.904377,39.514816,9.921396,11.149085,13.349664,17.136490,25.816548,33.740497,44.376993,10.196614,12.283170,14.407074,18.156672,27.745652,36.367857,48.353302,9.819651,10.759509,12.316787,15.052688,20.373201,25.793111,30.988204,9.788299,10.846448,12.362707,15.064824,20.380759,25.744605,30.927730
taskbench_intel_t2_n5000_d0.4,2,5000,0.4,0.000090,0.771971,1.387925,2.399204,4.187095,8.000538,14.188015,23.862357,7.477713,17.501266,40.876596,98.248823,222.119834,370.304487,550.208638,18.076954,29.169836,52.926407,104.086392,215.902803,346.991065,502.624812,30.463970,49.125552,88.557031,173.594103,351.942604,553.723416,776.387818,0.833097,0.833097,0.879645,0.993242,1.467223,2.099121,1.947954,0.820897,0.850616,0.896070,1.007802,1.415761,2.033617,1.922097
taskbench_mcc.ompss_t2_n5000_d06.4,2,5000,06.4,0.001387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
taskbench_mcc.ompss_t2_n1000_d0.2,2,1000,0.2,0.000205,11.997390,16.310692,20.006406,26.573884,42.793238,58.445358,76.083636,8.074272,11.645639,30.888593,69.560683,160.854578,335.675025,462.217093,9.087491,14.804173,33.317113,73.303151,171.381438,302.498484,480.550826,9.519792,15.239775,33.896399,73.706865,172.943079,305.434179,488.817835,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
taskbench_mcc.ompss_t2_n1000_d0.1,2,1000,0.1,0.000093,11.907351,15.640974,19.128478,26.536465,43.109119,58.745992,76.594162,7.894742,11.636913,31.066430,69.974506,162.445831,300.934720,523.253369,8.975148,14.655542,33.274984,73.308575,168.596232,311.008477,514.404035,9.302700,14.993632,33.787441,73.871005,172.335553,300.824833,516.268790,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
taskbench_mcc.ompss_t2_n1000_d0.4,2,1000,0.4,0.000439,11.868525,15.563118,19.129038,26.615024,42.823434,58.512545,76.173472,8.706284,12.808275,28.778589,67.722547,162.324834,309.528685,450.212252,9.084404,14.781594,33.317399,73.068225,171.136773,301.657486,491.795588,9.611523,15.353179,33.891475,73.982441,172.823584,305.992317,522.103000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
taskbench_intel_t2_n1000_d06.4,2,1000,06.4,0.007049,4.105246,4.573369,5.434287,7.073760,11.757636,18.869698,27.440071,4.585803,5.887759,9.636962,20.406294,44.364119,75.222027,110.968161,5.562806,6.874061,11.396933,22.721803,45.402849,71.560431,105.461943,6.911051,10.015547,17.698312,33.491790,64.990807,101.428306,139.259744,7.361567,7.404745,7.447398,7.562363,7.852137,8.066666,8.263493,7.372630,7.389700,7.459211,7.557130,7.861388,8.100498,8.357441
taskbench_mcc.ompss_t1_n1000_d012.8,1,1000,012.8,0.013367,23.120964,27.913833,32.089746,39.303911,55.668056,76.213527,100.683367,20.511997,25.373876,47.515202,89.731002,190.272939,324.568498,489.930415,23.442519,30.398071,51.372337,94.677389,204.628754,350.621235,529.778957,23.503578,30.494368,52.102590,98.798633,215.206456,368.463659,562.924528,19.254255,21.217155,24.964416,32.711005,48.067224,68.283832,88.417935,19.608533,21.774399,26.747656,36.511171,56.720912,82.824779,107.513332
taskbench_mcc.openmp_t2_n1000_d012.8,2,1000,012.8,0.013145,9.156871,10.056937,10.958624,12.648451,15.986311,20.368183,25.443697,8.722126,9.452593,10.836887,13.594663,19.742596,28.741503,41.981792,8.938920,9.698212,11.233306,14.639080,21.815515,32.815623,45.577562,9.087598,10.010242,11.831832,15.498412,23.021388,36.590075,48.551714,16.155255,15.573788,15.641737,17.592061,20.200670,22.547913,25.706339,15.497744,15.487885,15.776658,17.604184,20.205724,23.027921,24.829316
taskbench_clang_t2_n1000_d012.8,2,1000,012.8,0.014127,7.408309,7.388794,7.467103,7.475054,7.672286,7.752240,7.915139,7.262945,7.274020,7.345915,7.526255,7.926881,8.637989,9.752238,7.298076,7.333791,7.320964,7.437444,7.860637,8.500063,9.405637,7.316661,7.289004,7.309258,7.417011,7.824028,8.506036,9.456575,14.486301,14.484930,14.565039,14.722264,15.098560,15.429080,15.740442,14.496493,14.491916,14.607644,14.727008,15.100598,15.463078,15.742707
taskbench_clang_t1_n1000_d03.2,1,1000,03.2,0.003344,3.395486,3.380537,3.384995,3.385496,3.392315,3.405082,3.418219,3.400123,3.398168,3.377771,3.381586,3.395116,3.396881,3.403664,3.377223,3.376865,3.380919,3.381515,3.389168,3.401983,3.408241,3.375411,3.376329,3.378260,3.381383,3.394079,3.396153,3.404355,3.374875,3.376091,3.380287,3.381670,3.389645,3.401291,3.406799,3.375089,3.376055,3.378177,3.381264,3.394520,3.396130,3.404510
taskbench_mcc.openmp_t1_n1000_d0.2,1,1000,0.2,0.000225,3.476930,4.599285,5.722284,8.087611,11.933875,17.954552,24.711370,3.059065,4.036474,5.819678,8.963132,16.126752,23.325002,32.924020,3.286242,4.523563,6.749988,10.525107,19.237018,27.190757,37.929308,3.453994,4.939878,7.452881,11.510766,21.030045,29.834759,41.636014,3.196609,4.145038,5.683243,8.412349,13.781857,19.249213,24.373472,3.158200,4.211330,5.748761,8.458269,13.727450,19.212961,24.291086
taskbench_mcc.openmp_t1_n1000_d0.1,1,1000,0.1,0.000091,3.355229,4.483604,5.617332,7.989693,11.829972,17.823231,24.533558,2.940130,3.907788,5.693018,8.818853,15.977442,23.160160,32.746363,3.174770,4.416454,6.630421,10.433710,19.133484,27.088904,37.974727,3.376806,4.910052,7.417619,11.394525,20.952964,29.693258,41.514862,3.065240,4.010177,5.561888,8.263433,13.619363,19.033873,24.227619,3.029776,4.080188,5.615103,8.297896,13.643718,19.007754,24.176157
taskbench_intel_t1_n1000_d01.6,1,1000,01.6,0.001624,1.677418,1.676428,1.679707,1.676905,1.680708,1.680112,1.682484,1.679146,1.673543,1.674199,1.673734,1.678228,1.680267,1.681840,1.672351,1.677680,1.673770,1.679254,1.677346,1.678991,1.681578,1.674044,1.673841,1.677835,1.673460,1.677656,1.680934,1.682174,1.673663,1.673746,1.673937,1.675236,1.677144,1.678550,1.682007,1.678908,1.673853,1.674056,1.672745,1.677215,1.678705,1.681972
taskbench_mcc.openmp_t2_n1000_d0.2,2,1000,0.2,0.000143,4.239452,5.712259,7.941628,11.413240,13.815629,17.425251,21.456635,3.007472,4.354572,7.286596,12.776589,21.815336,30.544293,40.605748,3.190410,4.688931,7.717657,13.492703,22.532678,31.669557,41.506410,3.227270,4.825437,8.128250,13.820732,22.991431,32.032084,42.429113,3.043807,3.473234,4.964936,9.607339,12.362802,16.479301,21.616495,2.693880,3.544378,4.772842,9.587979,12.030542,16.034257,20.167315
taskbench_clang_t1_n1000_d01.6,1,1000,01.6,0.001736,1.752019,1.755691,1.754773,1.762462,1.766014,1.772928,1.780427,1.748240,1.749671,1.753783,1.754546,1.761997,1.771581,1.776600,1.748061,1.749682,1.751065,1.754463,1.761746,1.768923,1.776767,1.751888,1.749158,1.751244,1.754391,1.762128,1.769137,1.776862,1.750541,1.748896,1.753139,1.754510,1.762033,1.769042,1.776397,1.748133,1.751840,1.750696,1.754272,1.765728,1.769114,1.776206
taskbench_intel_t1_n1000_d03.2,1,1000,03.2,0.003199,3.237283,3.231871,3.253710,3.250265,3.254652,3.236663,3.243554,3.229201,3.230560,3.231311,3.230941,3.233123,3.235805,3.237510,3.228581,3.234029,3.230190,3.231788,3.232217,3.238451,3.240407,3.230560,3.230238,3.234565,3.229976,3.236115,3.234160,3.236258,3.229332,3.229678,3.233480,3.230906,3.231740,3.234470,3.240383,3.232563,3.228891,3.229940,3.233361,3.239012,3.234541,3.237009
taskbench_mcc.openmp_t2_n1000_d0.4,2,1000,0.4,0.000399,4.215121,5.900860,8.183837,12.109709,15.220726,19.081295,21.674633,2.634549,4.133117,6.945992,12.847078,21.924996,30.648220,39.938521,2.996719,4.496491,7.548058,13.591051,22.742140,31.504929,42.015374,3.064656,4.595101,7.773244,13.890171,23.101389,32.162118,42.427254,2.963054,3.204441,4.857194,9.579611,12.782717,17.736018,22.183681,2.944505,3.265715,4.810929,9.267581,11.964607,16.046298,20.137823
taskbench_mcc.openmp_t2_n1000_d0.8,2,1000,0.8,0.000902,3.811908,5.361283,6.792021,11.431289,14.586687,18.340480,22.404265,2.758145,4.058778,6.346726,12.927628,22.173429,30.718255,39.974618,2.935958,4.456913,6.748223,13.672698,23.051620,32.006335,42.137969,2.935374,4.529178,7.039011,13.933277,23.427844,32.665193,42.913425,3.685188,3.618455,4.547751,8.404040,13.279188,17.552793,21.641243,3.583300,4.137480,4.452240,8.379555,13.267732,16.585624,21.863341
taskbench_intel_t2_n5000_d0.1,2,5000,0.1,0.000033,0.743539,1.326942,2.225730,3.963950,8.096502,16.253724,26.379299,7.575574,17.340393,41.537960,98.764882,220.776036,370.654726,543.947396,17.646558,28.246098,51.702011,101.106102,208.889449,334.981771,498.310304,30.625463,49.518633,87.583404,171.452184,343.265929,541.019466,760.422127,0.575876,0.581107,0.655875,0.898197,1.387432,1.322093,1.283522,0.579283,0.572684,0.651696,0.891898,1.369431,1.342914,1.300077
taskbench_mcc.openmp_t2_n1000_d06.4,2,1000,06.4,0.006734,6.064010,7.039773,7.924116,9.609902,12.951148,22.009373,29.985881,5.649590,6.296229,7.719672,10.830092,22.077715,31.157851,41.062725,5.774355,6.573284,8.197045,11.551178,24.031568,33.286369,43.815172,5.887687,6.793308,8.522332,12.146616,25.110459,35.272992,46.917856,9.322298,9.228599,9.739828,10.956156,13.554037,19.397402,28.969896,8.535397,9.165668,10.148585,11.472416,13.558984,20.669711,28.163064
taskbench_mcc.openmp_t2_n1000_d0.1,2,1000,0.1,0.000109,4.291868,5.815196,8.070707,11.422133,13.865840,17.722309,21.730840,3.019798,4.393053,7.328951,12.945771,21.921790,30.793643,40.300405,3.238225,4.711008,7.800293,13.727856,22.667432,31.210613,41.775966,3.270864,4.840910,8.256650,14.112055,23.032463,31.974554,42.667198,3.016078,3.503811,5.053258,8.904994,11.903739,16.816473,20.396650,3.098929,3.399527,4.973567,9.875250,12.258303,16.966593,20.410419
taskbench_intel_t2_n5000_d0.2,2,5000,0.2,0.000054,0.752308,1.337705,2.219744,3.946590,8.019850,14.622982,24.203968,7.553506,18.260024,44.159029,98.789430,220.801961,370.956023,546.024883,17.864099,28.754661,52.001705,102.504888,213.913927,344.860747,500.902135,30.452702,48.181775,86.404901,166.555986,339.551566,539.882720,767.838125,0.670116,0.663857,0.716693,0.893860,1.495879,1.733618,1.485150,0.635145,0.661657,0.719094,0.894234,1.471715,1.669831,1.479547
taskbench_intel_t2_n5000_d0.8,2,5000,0.8,0.000182,0.925319,1.533570,2.334461,4.045465,7.969685,14.071012,24.694474,7.358444,17.650962,40.713232,95.829442,218.598306,364.345884,536.418843,17.620034,28.402467,50.487697,98.756001,203.344142,334.252055,498.061130,30.630796,48.859646,87.676563,170.123374,346.469092,550.719657,771.908345,1.327968,1.358025,1.313398,1.459765,1.767533,2.029746,2.659237,1.334112,1.352930,1.403584,1.505330,1.777627,2.044148,2.666650
taskbench_mcc.openmp_t2_n5000_d03.2,2,5000,03.2,0.000692,4.302881,5.239453,6.141713,7.901399,11.043015,14.916034,18.668239,4.033341,4.917219,6.456764,11.762769,24.559267,34.374123,45.627108,4.593065,5.557957,8.638089,16.216073,29.306438,40.308259,54.798319,4.750087,5.715673,8.862047,16.759331,30.004532,41.140046,55.874047,6.050470,6.089618,6.596098,9.304154,19.410374,26.345444,34.306502,5.338371,5.630114,6.362262,9.276886,19.589679,26.417515,32.537477
